Year	Month	Day	Wday	D1	D2	s	week	Weather	Rain_val	rain	Event.flag	Head.count	Event_val	event	trend	ar	sale.hidden	Sale
2012	1	25	3	0	0	-4.869119873	-4.869119873	5	1	11.7	1	10100	0.222756664	12.47437318	66.92124	5.448718	91.6752113	99.58492745
2012	1	26	4	0	0	11.51086847	11.51086847	1	0	0	1	17000	0.660408631	37.14798547	67.01671	2.884615	118.5601789	122.7491166
2012	1	27	5	0	0	11.10178574	11.10178574	1	0	0	0	0	0	0	67.20763	1.923077	80.23249274	80.16714443
2012	1	28	6	0	0	-13.80006646	-13.80006646	1	0	0	0	0	0	0	67.49403	0.1602564	53.85421994	45.22524013
2012	1	29	0	0	0	-11.24645014	-11.24645014	1	0	0	0	0	0	0	67.5895	0.801282	57.14433186	53.49006399
2012	1	30	1	0	0	9.011530997	9.011530997	1	0	0	0	0	0	0	67.82816	3.205128	80.044819	78.96774967
2012	1	31	2	0	0	2.572528636	2.572528636	1	0	0	1	29600	0.925135672	53.19530116	67.97136	5.929487	129.6686768	132.1197101
2012	2	1	3	0	0	-2.803245408	-2.803245408	2	0.1	1.17	1	15300	0.583558307	33.7004922	68.21002	6.25	106.5272668	106.8242339
2012	2	2	4	0	0	4.582193902	4.582193902	1	0	0	1	11900	0.373748829	21.67743205	68.30549	-0.1602564	94.40485956	94.69641982
2012	2	3	5	0	0	5.37441276	5.37441276	1	0	0	1	9300	0.144441719	8.413730112	68.40096	0	82.18910287	91.38091841
2012	2	4	6	0	0	-19.87973431	-19.87973431	1	0	0	0	0	0	0	68.59189	-1.121795	47.59036069	49.52861518
2012	2	5	0	0	0	-11.8663068	-11.8663068	5	1	11.7	0	0	0	0	68.68735	2.884615	71.4056582	70.00290458
2012	2	6	1	0	0	15.93044382	15.93044382	1	0	0	1	9800	0.194265921	11.46168932	68.87828	5.448718	101.7191311	99.57654246
2012	2	7	2	0	0	-1.81074182	-1.81074182	5	1	11.7	0	0	0	0	68.87828	8.653846	87.42138418	87.89800886
2012	2	8	3	0	0	1.605930916	1.605930916	1	0	0	0	0	0	0	68.97375	8.01282	78.59250092	74.52584387
2012	2	9	4	0	0	4.00382793	4.00382793	1	0	0	0	0	0	0	69.06921	3.205128	76.27816593	83.11911632
2012	2	10	5	0	0	12.86988031	12.86988031	1	0	0	0	0	0	0	69.06921	-3.846154	78.09293631	76.65525616
2012	2	11	6	0	0	-16.4051891	-16.4051891	1	0	0	0	0	0	0	69.16468	-8.01282	44.7466709	42.10390878
2012	2	12	0	0	0	-11.07496943	-11.07496943	1	0	0	0	0	0	0	69.21241	-7.532051	50.60538957	46.24032496
2012	2	13	1	0	0	13.81775421	13.81775421	1	0	0	0	0	0	0	69.26014	-3.846154	79.23174021	83.91120557
2012	2	14	2	0	0	1.648105315	1.648105315	3	0.5	5.85	0	0	0	0	69.26014	0	76.75824532	70.3719087
2012	2	15	3	0	0	-7.440851718	-7.440851718	4	1	11.7	0	0	0	0	69.26014	-1.121795	72.39749328	70.05379409
2012	2	16	4	0	0	5.519681556	5.519681556	2	0.1	1.17	0	0	0	0	69.26014	-4.487179	71.46264256	73.02522392
2012	2	17	5	0	0	18.17915951	18.17915951	1	0	0	0	0	0	0	69.26014	-0.1602564	87.27904311	86.7374316
2012	2	18	6	0	0	-20.85652469	-20.85652469	1	0	0	0	0	0	0	69.21241	2.24359	50.59947531	51.85342739
2012	2	19	0	0	0	-12.27112985	-12.27112985	3	0.5	5.85	1	73000	0.999596556	62.22488561	69.16468	7.852564	132.8209998	126.2400328
2012	2	20	1	0	0	11.3839083	11.3839083	1	0	0	0	0	0	0	69.11694	9.455129	89.9559773	87.80560006
2012	2	21	2	0	0	3.320566439	3.320566439	1	0	0	0	0	0	0	69.06921	5.608974	77.99875044	69.47820195
2012	2	22	3	0	0	0.921298459	0.921298459	1	0	0	1	17800	0.691494037	43.56412432	69.06921	2.564103	116.1187358	111.908049
2012	2	23	4	0	0	11.17583951	11.17583951	2	0.1	1.17	0	0	0	0	68.97375	-4.00641	77.31317951	83.05443249
2012	2	24	5	0	0	12.10208959	12.10208959	1	0	0	0	0	0	0	68.87828	-7.532051	73.44831859	74.71247627
2012	2	25	6	0	0	-15.34169902	-15.34169902	1	0	0	0	0	0	0	68.78281	-5.128205	48.31290598	48.73934191
2012	2	26	0	0	0	-12.05703979	-12.05703979	1	0	0	0	0	0	0	68.68735	-0.801282	55.82902821	51.16089756
2012	2	27	1	0	0	2.221946381	2.221946381	1	0	0	1	12100	0.38860008	24.96755513	68.54415	2.884615	98.61826651	95.83416848
2012	2	28	2	0	0	0.113266298	0.113266298	1	0	0	1	12500	0.417254374	26.9129071	68.44868	4.326923	99.80177639	94.7199248
2012	2	29	3	0	0	-4.963421958	-4.963421958	1	0	0	0	0	0	0	68.40096	5.448718	68.88625604	69.15388229
2012	3	1	4	0	0	-2.664144606	-2.664144606	2	0.1	1.17	1	21700	0.806799406	52.44196137	68.21002	6.891026	126.0488628	129.8745308
2012	3	2	5	0	0	13.94988703	13.94988703	3	0.5	5.85	0	0	0	0	68.11456	8.493589	96.40803603	97.9040101
2012	3	3	6	0	0	-23.13510056	-23.13510056	1	0	0	0	0	0	0	67.92363	8.814102	53.60263144	50.5145527
2012	3	4	0	0	0	-9.904215945	-9.904215945	3	0.5	5.85	0	0	0	0	67.78043	7.532051	71.25826506	74.02220162
2012	3	5	1	0	0	5.251588049	5.251588049	1	0	0	1	10700	0.276751499	17.98884746	67.5895	3.365385	94.19532051	96.134863
2012	3	6	2	0	0	4.190096807	4.190096807	4	1	11.7	0	0	0	0	67.4463	-1.76282	81.57357681	85.78963152
2012	3	7	3	0	0	4.664908069	4.664908069	2	0.1	1.17	1	6700	0	0	67.35084	-4.967949	68.21779907	66.01466114
2012	3	8	4	0	0	3.087691559	3.087691559	1	0	0	1	23400	0.842453347	54.12762752	67.11217	-5.128205	119.1992841	113.3024572
2012	3	9	5	0	0	11.24976436	11.24976436	1	0	0	1	8700	0.080569251	5.156432062	67.01671	-4.807693	78.61521342	78.19236809
2012	3	10	6	0	0	-12.20514774	-12.20514774	1	0	0	0	0	0	0	66.77805	-4.00641	50.56649226	52.08038074
2012	3	11	0	0	0	-5.264734671	-5.264734671	1	0	0	1	16200	0.626191088	39.76313409	66.68258	-4.487179	96.69380041	104.4892691
2012	3	12	1	0	0	19.25223769	19.25223769	1	0	0	1	9200	0.134113096	8.48265332	66.44392	-5.448718	88.73009301	88.38178037
2012	3	13	2	0	0	1.979063768	1.979063768	3	0.5	5.85	1	32400	0.946502018	59.62962711	66.34845	-6.410256	127.3968849	129.532082
2012	3	14	3	0	0	-3.509040196	-3.509040196	1	0	0	0	0	0	0	66.25298	-7.051282	55.6926578	55.27634181
2012	3	15	4	0	0	4.561473371	4.561473371	5	1	11.7	0	0	0	0	66.01432	-7.532051	74.74374237	85.52573108
2012	3	16	5	0	0	17.43829481	17.43829481	3	0.5	5.85	0	0	0	0	65.91885	-6.570513	82.63663181	89.32647211
2012	3	17	6	0	0	-25.14335413	-25.14335413	3	0.5	5.85	0	0	0	0	65.68019	-2.564103	43.82273287	42.66121063
2012	3	18	0	0	0	-7.770743139	-7.770743139	1	0	0	1	12200	0.395893109	24.44639946	65.58472	3.365385	85.62576132	84.98874087
2012	3	19	1	0	1	11.41472587	-3.208506132	1	0	0	0	0	0	0	65.34606	6.25	68.38755387	68.27912685
2012	3	20	2	1	0	11.0073672	-7.770743139	1	0	0	0	0	0	0	65.2506	4.967949	62.44780586	63.01407628
2012	3	21	3	0	0	-5.332134914	-5.332134914	1	0	0	0	0	0	0	65.15513	0.3205128	60.14350789	57.31803083
2012	3	22	4	0	0	0.562847321	0.562847321	3	0.5	5.85	1	10600	0.268020159	16.28222463	64.9642	-4.487179	83.17209295	83.57559489
2012	3	23	5	0	0	12.63052708	12.63052708	3	0.5	5.85	0	0	0	0	64.86874	-6.570513	76.77875408	73.29989705
2012	3	24	6	0	0	-20.15859478	-20.15859478	3	0.5	5.85	1	12000	0.381219007	22.96844519	64.6778	-3.205128	70.13252241	64.65151175
2012	3	25	0	0	0	-12.35650027	-12.35650027	1	0	0	0	0	0	0	64.58234	-1.76282	50.46301973	54.48522252
2012	3	26	1	0	0	12.12916435	12.12916435	1	0	0	0	0	0	0	64.39141	-0.1602564	76.36031795	79.64353855
2012	3	27	2	0	0	0.897901013	0.897901013	2	0.1	1.17	1	6000	0	0	64.29594	0.9615384	67.32537941	64.48522603
2012	3	28	3	0	0	-5.615034565	-5.615034565	2	0.1	1.17	1	8000	0	0	64.24821	-0.6410257	59.16214973	65.52607894
2012	3	29	4	0	0	8.603343727	8.603343727	1	0	0	1	4300	0	0	64.10501	-1.282051	71.42630273	70.46358315
2012	3	30	5	0	0	10.37335075	10.37335075	1	0	0	0	0	0	0	64.00954	-0.9615384	73.42135235	72.00302626
2012	3	31	6	0	0	-27.339921	-27.339921	1	0	0	0	0	0	0	63.91408	0.4807692	37.0549282	32.28656963
2012	4	1	0	0	0	-19.60696499	-19.60696499	1	0	0	1	7200	0	0	63.81861	2.24359	46.45523501	46.33348178
2012	4	2	1	0	0	9.277671312	9.277671312	2	0.1	1.17	0	0	0	0	63.72315	4.807693	78.97851431	78.29358449
2012	4	3	2	0	0	7.816747483	7.816747483	1	0	0	1	13600	0.489316896	28.25805075	63.62769	6.410256	106.1127442	106.4503362
2012	4	4	3	0	0	0.45251752	0.45251752	1	0	0	0	0	0	0	63.62769	5.128205	69.20841252	71.43425432
2012	4	5	4	0	0	11.46021432	11.46021432	2	0.1	1.17	0	0	0	0	63.53222	0.9615384	77.12397272	81.65697466
2012	4	6	5	0	0	15.63002177	15.63002177	1	0	0	1	12300	0.403099144	22.97665122	63.43675	-3.205128	98.83829499	100.4753478
2012	4	7	6	0	0	-18.7369439	-18.7369439	3	0.5	5.85	0	0	0	0	63.34129	-5.769231	44.6851151	49.64792323
2012	4	8	0	0	0	-15.02825051	-15.02825051	3	0.5	5.85	0	0	0	0	63.34129	-6.730769	47.43227049	52.75927336
2012	4	9	1	0	0	12.42227915	12.42227915	3	0.5	5.85	0	0	0	0	63.24582	-7.532051	73.98604815	59.33363787
2012	4	10	2	0	0	8.388912361	8.388912361	2	0.1	1.17	0	0	0	0	63.38902	-7.532051	65.41588136	63.60201265
2012	4	11	3	0	0	-16.48425414	-16.48425414	3	0.5	5.85	0	0	0	0	63.24582	-8.173077	44.43848886	47.28815155
2012	4	12	4	0	0	3.474590863	3.474590863	1	0	0	0	0	0	0	63.15036	-8.493589	58.13136186	52.5331845
2012	4	13	5	0	0	16.10985856	16.10985856	1	0	0	1	40100	0.97876894	54.07698395	63.15036	-7.852564	125.4846385	120.6813867
2012	4	14	6	0	0	-17.88501992	-17.88501992	1	0	0	0	0	0	0	63.15036	-5.288462	39.97687808	41.34556044
2012	4	15	0	0	0	-5.842422386	-5.842422386	3	0.5	5.85	1	8500	0.058235833	3.188411852	63.10263	-2.564103	63.73451647	61.52740002
2012	4	16	1	0	0	13.42839802	13.42839802	3	0.5	5.85	1	9700	0.18453879	10.05736407	63.10263	3.685897	96.12428909	87.46685
2012	4	17	2	0	0	4.155332463	4.155332463	1	0	0	1	13800	0.501427533	27.20244365	63.05489	8.333333	102.7459991	107.2752733
2012	4	18	3	0	0	-2.84142751	-2.84142751	3	0.5	5.85	0	0	0	0	63.05489	9.03	75.09346249	70.88926428
2012	4	19	4	0	0	2.934043457	2.934043457	2	0.1	1.17	0	0	0	0	63.05489	8.01282	75.17175346	77.10349273
2012	4	20	5	0	0	6.792739637	6.792739637	3	0.5	5.85	1	8900	0.102373048	5.47695806	63.05489	6.730769	87.9053567	89.96750727
2012	4	21	6	0	0	-19.85538853	-19.85538853	1	0	0	0	0	0	0	63.10263	1.282051	44.52929247	52.13563569
2012	4	22	0	0	0	-10.68557245	-10.68557245	2	0.1	1.17	0	0	0	0	63.10263	-5.288462	48.29859555	49.28141672
2012	4	23	1	0	0	8.002542366	8.002542366	3	0.5	5.85	1	9000	0.113080275	5.964984504	63.15036	-10.41667	72.55121687	75.87926863
2012	4	24	2	0	0	3.66976527	3.66976527	1	0	0	1	8300	0.035359929	1.856396275	63.15036	-11.53846	57.13806155	62.84101701
2012	4	25	3	0	0	-2.286221053	-2.286221053	1	0	0	0	0	0	0	63.15036	-7.371795	53.49234395	51.46043831
2012	4	26	4	0	0	12.45313218	12.45313218	2	0.1	1.17	0	0	0	0	63.24582	-0.1602564	76.70869578	68.43088901
2012	4	27	5	0	0	7.213990011	7.213990011	1	0	0	1	7600	0	0	63.24582	0.6410257	71.10083571	71.81548589
2012	4	28	6	0	0	-22.07115233	-22.07115233	1	0	0	0	0	0	0	63.29356	4.487179	45.70958667	52.33915821
2012	4	29	0	0	0	-9.299788353	-9.299788353	1	0	0	0	0	0	0	63.34129	5.769231	59.81073265	52.77934434
2012	4	30	1	1	0	5.968839674	-9.299788353	1	0	0	1	11800	0.366188467	18.67561184	63.34129	3.365385	76.08249849	81.14315656
2012	5	1	2	1	0	0.861176528	-9.299788353	1	0	0	0	0	0	0	63.38902	2.24359	56.33282165	56.03216743
2012	5	2	3	1	0	-5.732684713	-9.299788353	1	0	0	0	0	0	0	63.43675	4.647436	58.78439765	59.28180477
2012	5	3	4	1	0	-1.990556005	-9.299788353	1	0	0	0	0	0	0	63.43675	7.532051	61.66901265	59.92290366
2012	5	4	5	1	0	10.56465136	-9.299788353	2	0.1	1.17	0	0	0	0	63.48449	8.173077	63.52777865	68.71204504
2012	5	5	6	0	0	-22.13628866	-22.13628866	4	1	11.7	1	12000	0.381219007	19.15625512	63.53222	2.724359	74.97654546	82.09732786
2012	5	6	0	0	0	-4.467959223	-4.467959223	1	0	0	0	0	0	0	63.53222	-1.121795	57.94246578	65.79670973
2012	5	7	1	0	0	9.183724309	9.183724309	1	0	0	0	0	0	0	63.57995	-8.01282	64.75085431	59.91385064
2012	5	8	2	0	0	4.230046382	4.230046382	3	0.5	5.85	0	0	0	0	63.62769	-8.01282	65.69491638	69.4913456
2012	5	9	3	0	0	-2.329482827	-2.329482827	1	0	0	1	5400	0	0	63.62769	-5.448718	55.84948917	53.9685409
2012	5	10	4	0	0	1.652559141	1.652559141	1	0	0	1	11400	0.33502323	17.25369633	63.72315	-4.00641	78.62299547	73.7059484
2012	5	11	5	0	0	13.19657589	13.19657589	1	0	0	1	8300	0.035359929	1.829876328	63.72315	-5.608974	73.14062822	75.09010372
2012	5	12	6	0	0	-20.42434449	-20.42434449	1	0	0	1	8700	0.080569251	4.18960105	63.72315	-10.09615	37.39225656	37.30250299
2012	5	13	0	0	0	-8.335752054	-8.335752054	1	0	0	1	14800	0.557806601	29.14539492	63.77088	-14.26282	70.31770286	74.27632589
2012	5	14	1	0	0	14.23213939	14.23213939	2	0.1	1.17	0	0	0	0	63.77088	-11.21795	67.95506939	76.91705877
2012	5	15	2	0	0	2.45585168	2.45585168	3	0.5	5.85	1	23200	0.838626335	44.23753919	63.81861	-3.525641	112.8363599	118.0199443
2012	5	16	3	0	0	3.440636656	3.440636656	1	0	0	1	45400	0.988763115	52.4044451	63.81861	4.647436	124.3111278	120.8326997
2012	5	17	4	0	0	7.062213762	7.062213762	4	1	11.7	1	10200	0.232027921	12.35548677	63.81861	7.532051	102.4683615	103.1664749
2012	5	18	5	0	0	6.684003843	6.684003843	1	0	0	1	44200	0.987021726	52.80566232	63.81861	15.309	138.6172762	145.6835036
2012	5	19	6	0	0	-17.03254088	-17.03254088	1	0	0	0	0	0	0	63.81861	21.504	68.29006912	74.1622571
2012	5	20	0	0	0	-13.89160646	-13.89160646	1	0	0	0	0	0	0	63.81861	12.954	62.88100354	54.95709563
2012	5	21	1	0	0	3.924423473	3.924423473	1	0	0	0	0	0	0	63.81861	5.448718	73.19175147	77.92390108
2012	5	22	2	0	0	-1.23974556	-1.23974556	3	0.5	5.85	0	0	0	0	63.81861	1.76282	70.19168444	68.48911401
2012	5	23	3	0	0	-5.878708915	-5.878708915	1	0	0	0	0	0	0	63.81861	-7.852564	50.08733708	46.96052363
2012	5	24	4	0	0	4.169976309	4.169976309	1	0	0	1	8000	0	0	63.81861	-13.62179	54.36679631	48.86078516
2012	5	25	5	0	0	18.12703826	18.12703826	2	0.1	1.17	0	0	0	0	63.81861	-12.33974	70.77590826	69.21693096
2012	5	26	6	0	0	-13.45760221	-13.45760221	2	0.1	1.17	0	0	0	0	63.72315	-8.173077	43.26247079	46.70575331
2012	5	27	0	0	0	-6.095635613	-6.095635613	3	0.5	5.85	0	0	0	0	63.72315	-5.769231	57.70828339	64.88464278
2012	5	28	1	0	0	6.5046603	6.5046603	2	0.1	1.17	0	0	0	0	63.72315	-0.4807692	70.9170411	71.61157659
2012	5	29	2	0	0	2.092586222	2.092586222	1	0	0	1	24600	0.863583127	48.5765509	63.62769	3.205128	117.5019551	117.1366932
2012	5	30	3	0	0	-0.951515065	-0.951515065	1	0	0	1	79300	0.999813905	56.48948563	63.62769	4.00641	123.1720706	122.1603909
2012	5	31	4	0	0	6.051889987	6.051889987	3	0.5	5.85	0	0	0	0	63.53222	0.4807692	75.91487919	80.68387587
2012	6	1	5	0	0	12.38698193	12.38698193	1	0	0	0	0	0	0	63.53222	-1.442308	74.47689393	69.07092669
2012	6	2	6	0	0	-23.77917566	-23.77917566	3	0.5	5.85	0	0	0	0	63.43675	-5.929487	39.57808734	40.82818086
2012	6	3	0	0	0	-14.15048122	-14.15048122	3	0.5	5.85	0	0	0	0	63.43675	-6.570513	48.56575578	53.67386568
2012	6	4	1	0	0	17.23106296	17.23106296	3	0.5	5.85	0	0	0	0	63.34129	-4.00641	82.41594296	87.72520051
2012	6	5	2	0	0	3.069490756	3.069490756	1	0	0	0	0	0	0	63.29356	1.442308	67.80535876	69.89070981
2012	6	6	3	0	0	-4.533590569	-4.533590569	2	0.1	1.17	0	0	0	0	63.24582	9.935898	69.81812743	64.00629667
2012	6	7	4	0	0	7.90108488	7.90108488	1	0	0	0	0	0	0	63.15036	12.82051	83.87195488	79.76653123
2012	6	8	5	0	0	19.94992389	19.94992389	2	0.1	1.17	0	0	0	0	63.15036	16.34615	100.6164339	97.0139926
2012	6	9	6	0	0	-18.54933218	-18.54933218	3	0.5	5.85	0	0	0	0	63.15036	8.01282	58.46384782	51.24748798
2012	6	10	0	0	0	-3.354381421	-3.354381421	2	0.1	1.17	0	0	0	0	63.05489	-3.205128	57.66538058	57.86548225
2012	6	11	1	0	0	17.07017726	17.07017726	3	0.5	5.85	1	16000	0.617110998	36.71810437	63.00716	-10.41667	112.2287716	118.343505
2012	6	12	2	0	0	0.371295412	0.371295412	4	1	11.7	0	0	0	0	62.95943	-10.73718	64.29354541	52.06007583
2012	6	13	3	0	0	0.150166924	0.150166924	1	0	0	0	0	0	0	62.86396	-7.532051	55.48207592	59.27401538
2012	6	14	4	0	0	3.995196708	3.995196708	2	0.1	1.17	0	0	0	0	62.81623	-3.846154	64.13527271	63.12196444
2012	6	15	5	0	0	5.805376882	5.805376882	3	0.5	5.85	1	10800	0.28537869	17.26541076	62.7685	-4.487179	87.20210864	83.3564394
2012	6	16	6	0	0	-24.80666319	-24.80666319	2	0.1	1.17	0	0	0	0	62.7685	-6.730769	32.40106781	36.25111187
2012	6	17	0	0	0	-9.594881913	-9.594881913	2	0.1	1.17	0	0	0	0	62.67303	-7.852564	46.39558409	49.63750988
2012	6	18	1	0	0	18.78824971	18.78824971	3	0.5	5.85	0	0	0	0	62.6253	-8.01282	79.25072971	79.73181661
2012	6	19	2	0	0	2.419234871	2.419234871	3	0.5	5.85	1	16300	0.630650063	38.78497888	62.57756	-5.448718	104.1830558	99.58483898
2012	6	20	3	0	0	-6.111351893	-6.111351893	2	0.1	1.17	0	0	0	0	62.52983	0.9615384	58.55001651	55.02570762
2012	6	21	4	0	0	7.521499857	7.521499857	3	0.5	5.85	1	49200	0.992880212	61.55857311	62.4821	8.974359	146.386532	138.3003617
2012	6	22	5	0	0	14.49190077	14.49190077	2	0.1	1.17	1	8100	0.011928362	0.742540547	62.4821	14.26282	93.14936132	102.5538309
2012	6	23	6	0	0	-25.18080693	-25.18080693	2	0.1	1.17	1	38200	0.973330366	60.83314787	62.43437	13.94231	113.1990209	112.4210491
2012	6	24	0	0	0	-13.21872087	-13.21872087	1	0	0	1	37300	0.970288036	60.88557429	62.38663	7.532051	117.5855344	113.8129657
2012	6	25	1	0	0	3.833570041	3.833570041	2	0.1	1.17	0	0	0	0	62.38663	1.121795	68.51199504	57.70723282
2012	6	26	2	0	0	-3.078242372	-3.078242372	1	0	0	0	0	0	0	62.29117	-4.487179	54.72574863	52.57844023
2012	6	27	3	0	0	-6.449755243	-6.449755243	1	0	0	1	20200	0.768695653	48.81217395	62.29117	-6.730769	97.9228197	95.17718018
2012	6	28	4	0	0	5.432336949	5.432336949	2	0.1	1.17	0	0	0	0	62.29117	-7.211538	61.68196895	54.67038953
2012	6	29	5	0	0	17.34037621	17.34037621	3	0.5	5.85	1	16400	0.63505585	40.64357442	62.29117	-7.852564	118.2725566	130.1924157
2012	6	30	6	0	0	-16.44543428	-16.44543428	2	0.1	1.17	0	0	0	0	62.29117	-5.288462	41.72727372	46.09199548
2012	7	1	0	0	0	-7.908102721	-7.908102721	3	0.5	5.85	1	12400	0.410219224	26.45913995	62.24343	-1.282051	85.36241623	77.6840868
2012	7	2	1	0	0	9.333434136	9.333434136	2	0.1	1.17	0	0	0	0	62.24343	1.442308	74.18917214	79.85904839
2012	7	3	2	0	0	1.83917225	1.83917225	3	0.5	5.85	0	0	0	0	62.19571	1.76282	71.64770225	76.87190305
2012	7	4	3	0	0	-0.709551019	-0.709551019	2	0.1	1.17	0	0	0	0	62.19571	-0.4807692	62.17538978	65.12454322
2012	7	5	4	0	0	4.583866714	4.583866714	1	0	0	0	0	0	0	62.24343	-3.205128	63.62216871	65.61768739
2012	7	6	5	0	0	15.93628052	15.93628052	1	0	0	0	0	0	0	62.24343	-5.448718	72.73099252	73.45573844
2012	7	7	6	0	0	-15.61018573	-15.61018573	2	0.1	1.17	1	13100	0.457737627	29.75294578	62.24343	-5.608974	71.94721605	75.04302214
2012	7	8	0	0	0	-13.66601852	-13.66601852	1	0	0	1	24400	0.860269365	55.70244139	62.29117	-5.128205	99.19938787	94.03629234
2012	7	9	1	0	0	8.61235476	8.61235476	2	0.1	1.17	0	0	0	0	62.29117	-2.403846	69.66967876	66.42289807
2012	7	10	2	0	0	6.826954933	6.826954933	1	0	0	0	0	0	0	62.29117	1.602564	70.72068893	65.71065264
2012	7	11	3	0	0	-9.648879522	-9.648879522	1	0	0	1	58900	0.997781283	63.85800212	62.29117	5.448718	121.9490106	121.1196058
2012	7	12	4	0	0	8.27883958	8.27883958	3	0.5	5.85	1	14900	0.563081286	35.89643199	62.38663	7.051282	119.4631836	120.196465
2012	7	13	5	0	0	12.63399505	12.63399505	2	0.1	1.17	1	6900	0	0	62.38663	5.128205	81.31883005	84.32911267
2012	7	14	6	0	0	-7.216395209	-7.216395209	1	0	0	0	0	0	0	62.38663	3.525641	58.69587579	61.34115342
2012	7	15	0	0	0	-19.91872136	-19.91872136	3	0.5	5.85	0	0	0	0	62.4821	-0.6410257	47.77235294	55.00083214
2012	7	16	1	1	0	8.236816794	-19.91872136	3	0.5	5.85	1	10500	0.25918341	16.26375901	62.4821	-3.685897	60.99124064	63.97778708
2012	7	17	2	0	0	4.696114675	4.696114675	3	0.5	5.85	0	0	0	0	62.52983	-4.166667	68.90927767	75.19086228
2012	7	18	3	0	0	3.797306039	3.797306039	1	0	0	0	0	0	0	62.57756	-4.166667	62.20819904	67.69540925
2012	7	19	4	0	0	9.958748335	9.958748335	1	0	0	0	0	0	0	62.6253	-5.128205	67.45584334	64.51354127
2012	7	20	5	0	0	5.986526258	5.986526258	3	0.5	5.85	1	19200	0.739204274	45.64586394	62.67303	-7.532051	112.6233692	116.3798756
2012	7	21	6	0	0	-11.04244732	-11.04244732	3	0.5	5.85	1	13500	0.483151706	29.71382993	62.67303	-5.769231	81.42518161	83.69275331
2012	7	22	0	0	0	-16.0290649	-16.0290649	4	1	11.7	0	0	0	0	62.7685	-0.6410257	57.7984094	58.39430057
2012	7	23	1	0	0	7.147935648	7.147935648	3	0.5	5.85	0	0	0	0	62.7685	4.166667	79.93310265	75.41616411
